crop,region,soil_type,rainfall_mm,avg_temp_c,humidity_pct,sunlight_hours,soil_ph,soil_nitrogen_kg_ha,soil_phosphorus_kg_ha,soil_potassium_kg_ha,soil_organic_matter_pct,fertilizer_kg_ha,irrigation_mm,pesticide_l_ha,ndvi,planting_density_k_per_ha,days_to_harvest,yield_tons_per_ha
Wheat,South,Loamy,567.8,22.4,60.5,7.73,6.84,64.6,36.8,61.0,2.27,281.4,265.8,1.21,0.594,84.8,112,3.771
Wheat,West,Silty,285.3,23.5,50.5,7.25,7.12,50.1,36.8,41.3,5.33,136.5,383.9,0.0,0.408,100.4,100,3.654
Maize,North,Sandy,666.5,19.5,67.4,6.39,7.64,46.1,46.2,43.8,2.14,37.7,297.0,2.0,0.542,76.9,102,4.643
Cotton,North,Loamy,777.7,34.3,59.2,9.13,6.78,71.4,36.4,36.4,2.0,145.4,514.6,3.17,0.551,85.1,180,1.705
Maize,South,Silty,475.8,16.3,63.8,9.02,6.4,43.6,37.3,25.3,0.74,47.6,375.6,0.0,0.509,94.4,108,3.967
Soybean,West,Loamy,1184.9,21.6,61.8,6.45,7.12,42.9,35.5,55.0,2.16,119.0,215.2,1.04,0.808,90.8,133,2.034
Cotton,South,Loamy,898.1,24.6,58.5,6.88,5.82,21.9,37.8,52.0,3.65,239.9,354.3,2.23,0.888,99.1,136,2.035
Cotton,North,Sandy,251.8,22.5,40.6,8.16,7.49,46.7,42.4,58.1,1.89,101.9,318.1,1.61,0.748,93.6,159,1.906
Maize,West,Sandy,256.9,19.4,62.6,8.92,6.65,35.9,16.3,20.5,3.44,87.2,467.6,1.62,0.827,65.3,168,5.068
Soybean,East,Loamy,454.0,13.1,33.5,5.78,6.34,46.2,38.8,63.5,3.18,201.5,398.6,2.22,0.505,92.9,73,2.399
Maize,East,Loamy,1093.3,19.9,49.9,5.43,5.82,53.6,18.8,43.2,1.95,136.9,308.1,3.9,0.568,65.0,156,4.485
Soybean,South,Sandy,922.7,18.2,67.3,7.41,6.94,33.7,35.1,55.9,2.81,222.6,509.8,2.11,0.471,94.6,124,2.288
Maize,North,Loamy,1105.9,34.1,77.8,5.31,6.3,37.7,44.1,8.1,1.98,133.2,366.9,2.31,0.617,71.8,94,4.008
Maize,North,Loamy,702.6,37.6,95.2,4.08,6.43,26.0,36.1,50.7,3.78,188.7,372.1,2.55,0.467,54.2,144,4.459
Maize,West,Silty,647.6,23.7,53.6,5.77,5.33,42.4,48.4,44.0,1.1,57.5,480.4,0.12,0.441,52.0,97,4.276
Soybean,North,Clayey,388.1,15.6,47.0,7.63,6.2,35.8,44.2,41.9,3.66,93.9,402.8,2.39,0.19,123.2,152,2.422
Soybean,South,Loamy,787.4,28.4,67.8,9.33,6.1,82.2,14.1,43.6,2.2,138.9,325.9,0.53,0.669,59.0,110,1.948
Cotton,Central,Loamy,651.0,18.1,88.0,5.94,6.79,72.6,54.4,36.7,3.04,125.8,290.6,2.09,0.777,98.9,147,1.864
Soybean,South,Silty,641.3,20.7,83.0,6.81,6.31,70.1,43.0,25.2,3.39,299.9,57.7,3.16,0.76,93.5,139,2.764
Wheat,West,Sandy,1104.5,20.2,44.5,7.23,4.65,30.6,33.2,27.3,3.07,211.0,78.5,1.65,0.715,98.4,90,3.115
Maize,South,Loamy,668.4,21.0,57.9,6.03,6.21,47.3,34.4,45.4,4.99,209.4,285.9,3.14,0.723,59.8,85,5.694
Rice,Central,Clayey,1032.7,21.9,72.8,5.91,5.48,32.0,15.0,63.4,2.51,139.8,233.4,0.34,0.554,71.6,124,4.241
Wheat,Central,Silty,303.0,16.1,73.8,7.5,5.77,77.6,42.6,60.5,1.56,66.4,302.3,2.34,0.363,60.5,108,4.067
Wheat,East,Sandy,1372.0,19.8,68.9,5.2,7.2,62.5,47.8,48.2,5.1,250.4,422.0,2.36,0.438,99.7,137,3.258
Maize,West,Clayey,606.7,30.1,53.3,5.85,5.32,34.2,31.8,38.2,3.3,52.8,207.3,0.0,0.554,109.6,114,4.628
Cotton,East,Sandy,876.8,23.8,68.7,6.7,6.71,55.5,29.1,73.9,3.08,117.0,110.8,2.58,0.274,79.0,98,1.611
Maize,Central,Loamy,916.6,24.8,73.9,7.48,6.14,27.8,41.7,54.5,5.17,184.4,144.1,0.0,0.684,122.8,129,4.637
Maize,South,Silty,575.7,10.6,46.0,4.73,6.01,48.0,54.3,53.3,1.62,306.5,181.9,2.24,0.662,85.2,68,4.844
Wheat,Central,Silty,904.8,29.7,80.0,6.8,5.81,47.4,53.1,26.3,2.85,254.4,163.2,2.51,0.68,75.8,87,2.89
Soybean,West,Silty,917.8,19.9,74.9,5.06,6.72,61.1,49.9,48.6,1.85,187.4,305.2,1.64,0.737,81.9,94,2.347
Wheat,West,Loamy,521.7,30.7,48.9,5.97,6.8,64.8,64.2,27.7,2.82,278.9,484.7,2.23,0.329,89.6,60,3.044
Cotton,South,Clayey,524.7,24.9,73.9,8.18,5.29,50.3,51.1,74.1,1.5,120.4,373.8,4.33,0.481,50.4,129,1.687
Cotton,Central,Clayey,711.3,20.6,72.2,6.89,7.31,46.6,53.9,33.2,3.03,177.0,382.7,1.51,0.426,85.2,99,1.701
Cotton,West,Loamy,671.1,13.9,72.8,9.5,5.67,5.0,41.0,36.5,2.95,237.5,326.3,0.89,0.514,76.7,126,1.538
Rice,Central,Silty,1048.3,37.0,83.6,6.89,6.77,73.4,35.8,35.9,2.9,65.9,151.3,4.1,0.494,74.7,139,4.421
Wheat,Central,Loamy,875.7,28.8,59.8,8.45,5.67,40.1,53.6,39.8,0.67,172.6,568.9,2.25,0.275,77.3,152,2.657
Rice,North,Sandy,682.4,29.2,65.0,8.19,6.18,51.5,28.2,54.4,3.71,176.5,261.8,3.21,0.704,99.5,140,4.884
Soybean,Central,Silty,851.5,34.9,20.4,6.98,5.6,83.9,45.1,45.0,2.71,174.6,393.1,0.41,0.802,80.0,80,1.934
Rice,Central,Clayey,188.3,25.3,76.7,5.03,6.13,32.1,32.7,45.6,5.57,87.4,31.4,0.0,0.49,57.2,97,3.983
Cotton,South,Clayey,546.2,32.1,75.3,6.84,6.36,50.3,44.1,55.1,2.47,176.2,289.3,1.17,0.505,81.4,77,2.028
Wheat,Central,Sandy,772.0,21.1,80.3,6.2,5.7,57.5,43.2,23.8,2.31,167.7,279.4,1.86,0.726,75.0,97,3.283
Wheat,East,Silty,978.8,28.4,45.9,6.14,6.72,66.4,42.0,55.5,3.1,117.0,267.9,1.51,0.589,80.0,157,3.064
Rice,South,Loamy,749.9,20.2,74.4,7.23,6.81,50.0,39.8,46.9,1.71,196.8,131.8,1.51,0.684,78.3,127,5.056
Soybean,South,Clayey,1064.6,21.0,75.3,4.83,8.39,67.6,46.4,35.2,4.17,231.0,323.8,0.16,0.448,86.9,145,1.919
Soybean,South,Loamy,917.0,24.6,50.2,5.69,7.15,43.8,48.3,46.8,2.01,107.8,446.4,2.25,0.691,52.0,87,2.302
Rice,North,Loamy,577.9,16.4,75.8,5.48,7.32,58.2,23.2,46.6,2.12,179.7,552.0,1.77,0.659,52.7,115,4.156
Soybean,West,Clayey,665.0,26.0,66.9,6.62,5.26,56.2,39.5,8.3,3.79,232.8,497.9,0.0,0.532,78.0,135,2.122
Soybean,West,Sandy,802.1,22.1,34.5,5.85,5.13,48.6,35.0,64.2,3.21,234.0,451.8,1.72,0.593,74.6,95,2.099
Maize,West,Loamy,587.8,12.1,68.8,5.95,6.29,54.9,42.3,61.9,3.19,140.7,505.1,1.89,0.281,60.7,114,4.175
Maize,East,Silty,1082.8,21.3,48.5,7.2,7.75,36.9,35.0,26.7,1.64,214.3,519.1,3.08,0.558,39.0,144,3.826
Wheat,South,Sandy,422.8,21.9,34.9,6.33,8.23,45.5,55.3,34.4,3.97,135.4,189.2,1.49,0.604,84.8,145,3.641
Rice,West,Silty,779.0,29.1,65.5,7.01,6.02,30.7,39.2,64.0,1.97,199.1,330.2,3.0,0.537,70.8,133,4.584
Maize,Central,Loamy,883.9,25.7,59.0,5.33,6.09,43.4,51.8,54.3,1.27,105.7,146.8,2.88,0.472,86.5,119,4.155
Wheat,North,Loamy,621.6,32.7,81.1,5.76,6.88,67.1,28.6,50.4,3.37,58.7,364.6,1.2,0.807,85.2,123,2.747
Maize,South,Sandy,565.3,27.1,62.7,10.06,6.36,56.3,36.6,51.1,2.79,182.0,270.5,2.7,0.786,94.1,92,5.473
Wheat,Central,Clayey,681.0,20.7,71.7,5.95,6.38,54.6,32.6,50.2,2.76,202.8,281.4,3.16,0.606,58.5,167,3.122
Soybean,Central,Sandy,903.0,23.6,67.6,3.84,6.94,26.0,44.7,30.1,3.67,192.4,267.2,3.11,0.654,80.3,88,2.104
Wheat,Central,Loamy,575.0,21.9,75.3,7.51,8.4,54.8,25.8,37.1,2.68,101.0,0.5,2.37,0.328,121.6,152,3.532
Wheat,North,Clayey,432.8,26.9,46.7,5.94,7.41,49.1,19.5,59.0,1.25,1.6,70.9,1.91,0.432,84.8,72,3.401
Soybean,East,Silty,987.6,24.4,63.0,7.37,7.81,58.1,32.5,54.2,2.66,202.4,402.7,0.65,0.53,109.7,113,2.138
Rice,North,Loamy,799.8,20.2,57.9,6.87,5.21,70.7,46.7,49.0,3.29,237.5,219.1,3.2,0.441,93.9,129,4.189
Rice,Central,Sandy,952.0,24.1,69.8,7.82,7.25,43.9,30.3,35.9,3.18,36.3,422.7,0.55,0.751,62.1,102,5.483
Rice,East,Sandy,889.8,26.8,63.8,6.85,5.84,45.3,43.2,58.8,2.82,131.7,280.7,1.85,0.506,128.0,82,4.144
Rice,South,Clayey,1245.0,18.0,50.8,6.66,7.67,63.8,32.2,31.5,5.41,93.8,109.7,3.1,0.419,107.7,99,4.296
Soybean,North,Loamy,978.7,25.9,54.9,8.72,7.45,40.9,19.0,65.7,4.66,164.8,131.9,1.01,0.9,54.2,114,1.799
Soybean,West,Loamy,519.0,14.5,84.7,3.67,6.92,51.3,50.2,34.8,1.8,230.2,219.4,2.0,0.877,76.8,124,2.21
Rice,Central,Loamy,817.6,30.6,34.6,5.01,5.98,20.1,47.8,32.8,1.63,136.0,188.7,0.43,0.71,115.6,117,4.179
Soybean,Central,Clayey,560.6,27.2,70.6,5.76,6.16,45.4,39.5,45.4,4.33,119.6,289.4,1.64,0.309,92.8,123,2.562
Soybean,Central,Loamy,586.5,33.8,78.6,4.46,6.22,69.6,40.5,48.0,4.07,173.5,330.3,1.01,0.821,43.1,128,2.409
Maize,Central,Clayey,346.9,17.3,68.7,6.28,7.03,55.0,37.5,46.4,4.48,22.6,340.8,1.22,0.816,66.0,137,4.965
Maize,West,Sandy,628.5,30.8,89.6,6.13,6.78,63.5,27.6,26.5,2.56,200.3,327.4,2.58,0.34,64.2,108,4.485
Cotton,Central,Sandy,836.3,29.6,74.1,8.46,7.49,64.3,55.7,50.9,2.84,213.5,406.1,2.67,0.26,109.6,128,1.347
Maize,Central,Silty,683.5,22.9,65.8,6.87,7.63,70.2,38.8,58.7,1.22,150.3,420.3,1.43,0.517,90.3,91,4.297
Rice,East,Silty,425.2,21.7,53.0,6.68,5.91,44.8,44.3,43.9,3.14,123.6,188.5,2.28,0.654,73.8,80,3.883
Maize,West,Silty,319.2,17.5,66.0,6.43,6.83,64.1,34.0,23.4,2.36,133.1,76.2,1.55,0.814,64.4,108,4.702
Cotton,Central,Silty,1228.0,15.9,70.2,5.42,6.82,83.7,45.3,42.0,2.22,133.4,218.6,1.65,0.317,93.4,198,1.324
Soybean,North,Loamy,781.3,19.5,60.1,8.34,6.43,49.6,53.7,29.1,3.92,146.6,310.0,0.85,0.872,77.5,120,2.332
Wheat,West,Silty,494.0,16.5,48.9,8.82,7.16,30.2,42.0,18.0,2.84,56.4,236.9,1.49,0.349,83.6,141,3.416
Maize,South,Loamy,815.4,33.6,41.9,5.18,6.84,41.1,44.3,37.3,3.82,174.8,376.0,0.04,0.73,92.1,150,4.057
Soybean,North,Sandy,1247.3,15.0,62.8,9.43,6.1,57.0,50.5,67.7,2.89,128.0,140.1,4.11,0.596,83.5,112,1.871
Rice,North,Clayey,855.1,24.9,37.8,5.99,6.4,25.1,48.5,43.8,3.55,151.2,489.6,3.21,0.788,52.9,157,4.942
Cotton,North,Clayey,50.0,26.6,52.9,5.87,6.26,38.6,52.5,41.2,1.69,115.3,394.1,4.46,0.656,97.1,132,2.017
Cotton,Central,Clayey,1363.1,26.1,23.5,7.71,5.99,45.1,43.9,54.9,2.01,172.8,253.8,3.14,0.59,100.7,147,1.698
Cotton,West,Clayey,237.7,26.7,72.5,7.84,6.44,51.6,43.8,53.6,3.45,229.8,208.4,2.32,0.702,122.1,125,1.839
Wheat,North,Sandy,648.5,29.7,77.3,6.89,5.59,76.9,42.9,24.5,4.69,162.5,281.8,0.0,0.481,67.5,126,2.81
Maize,West,Clayey,416.6,21.3,61.2,6.48,6.83,60.3,50.4,71.2,3.47,51.8,437.7,3.05,0.582,105.7,156,5.806
Maize,West,Sandy,515.0,24.5,87.5,8.76,7.48,33.3,34.8,47.8,3.02,150.3,252.1,3.36,0.398,105.6,108,4.853
Soybean,East,Sandy,771.1,22.2,80.2,6.07,6.54,108.0,46.4,57.7,4.5,162.6,230.2,0.87,0.71,101.3,128,2.412
Cotton,West,Clayey,182.2,31.8,67.2,6.9,7.16,49.8,67.6,36.7,2.78,146.7,299.4,2.57,0.777,83.2,122,2.04
Rice,Central,Clayey,677.4,36.6,58.3,9.54,6.61,24.8,44.3,17.6,2.2,104.0,149.4,2.17,0.668,61.7,123,4.079
Maize,East,Sandy,986.8,16.8,54.8,4.99,5.78,34.4,25.6,43.4,3.01,147.3,429.1,1.94,0.633,74.2,138,3.785
Soybean,West,Loamy,489.2,11.8,68.4,6.31,7.9,34.5,36.5,29.6,3.37,200.5,374.6,2.56,0.555,57.6,128,1.756
Soybean,East,Sandy,352.4,27.4,57.9,8.54,4.8,29.8,47.4,61.4,1.73,132.2,408.7,2.48,0.95,49.8,119,2.544
Soybean,South,Sandy,665.2,30.4,68.2,7.79,6.51,57.7,32.0,25.2,3.13,232.8,466.3,1.02,0.594,95.1,162,2.165
Rice,Central,Loamy,615.4,35.7,69.3,8.34,5.96,10.0,28.3,45.4,1.28,111.0,205.1,2.98,0.365,63.2,130,3.743
Cotton,East,Loamy,551.2,28.4,56.6,5.02,7.61,64.7,23.4,53.4,2.7,88.1,301.9,0.55,0.685,40.4,104,1.874
Wheat,West,Silty,402.9,32.4,76.4,7.48,6.65,62.2,37.5,51.0,2.84,136.1,288.6,2.5,0.608,82.5,121,3.305
Maize,West,Sandy,829.8,34.0,56.6,6.57,8.29,43.2,59.3,38.0,2.97,28.0,490.1,2.31,0.911,96.3,121,3.478
Soybean,West,Clayey,848.8,32.8,60.3,10.41,6.53,63.7,33.6,20.1,1.04,149.5,250.3,1.26,0.598,92.6,107,1.742
Wheat,West,Loamy,433.6,29.3,45.3,8.21,5.97,33.6,50.5,23.9,3.1,130.1,85.2,3.26,0.396,60.3,109,3.279
Maize,West,Silty,468.2,16.3,55.9,6.97,5.3,37.4,36.7,34.4,3.87,191.2,244.8,0.12,0.855,68.0,118,5.468
Maize,East,Loamy,734.1,23.9,92.4,7.43,7.27,58.2,35.4,25.3,4.41,47.4,406.3,2.28,0.645,88.3,133,4.874
Soybean,West,Sandy,458.8,25.8,46.5,7.08,5.92,46.9,46.2,43.9,4.45,195.9,364.0,2.21,0.514,98.1,92,2.599
Wheat,East,Silty,744.7,23.4,66.6,8.05,6.21,40.6,21.6,34.3,3.03,159.3,288.8,3.59,0.939,88.8,135,3.46
Rice,South,Loamy,1067.0,23.8,53.2,5.72,7.36,48.3,60.0,26.9,5.48,245.1,254.4,2.67,0.595,97.5,115,4.596
Rice,West,Clayey,685.0,33.4,26.8,9.05,7.24,69.8,46.4,25.1,2.24,139.8,340.9,0.0,0.516,76.7,93,4.137
Soybean,Central,Silty,396.6,19.5,68.4,5.01,6.07,69.2,52.6,22.7,2.27,170.5,367.9,1.54,0.743,88.0,133,2.561
Rice,West,Loamy,798.0,28.8,51.7,7.31,6.18,56.4,36.9,44.2,3.02,188.1,326.0,3.63,0.744,84.4,128,4.97
Maize,West,Loamy,655.6,25.9,64.8,5.76,5.27,44.7,46.0,34.7,3.83,28.0,258.1,1.85,0.738,58.0,135,4.288
Soybean,Central,Silty,662.5,18.9,74.8,7.06,5.06,57.8,51.2,45.4,3.64,216.7,296.3,0.89,0.802,44.7,148,2.039
Soybean,South,Sandy,818.8,17.5,63.5,8.48,7.03,37.1,38.9,43.9,0.63,142.3,234.4,1.95,0.315,62.8,166,2.051
Wheat,North,Silty,872.8,13.8,64.9,4.43,7.11,67.5,29.5,42.2,2.04,73.7,424.1,3.68,0.725,65.3,122,2.861
Cotton,South,Silty,708.9,26.9,47.0,6.75,6.75,64.3,28.7,54.1,3.77,145.5,284.2,1.15,0.612,106.6,114,1.87
Wheat,West,Silty,684.8,23.6,70.6,4.84,6.63,79.0,34.9,24.4,2.11,220.3,187.8,0.95,0.62,77.6,117,3.287
Wheat,Central,Silty,1215.9,19.0,57.2,6.58,6.01,38.0,42.7,54.1,2.87,129.5,571.1,1.77,0.524,63.2,112,3.418
Wheat,East,Silty,1000.1,12.7,30.0,4.84,7.53,36.1,38.0,50.5,3.36,156.2,212.6,1.35,0.537,76.1,107,2.807
Rice,West,Sandy,908.4,26.6,72.4,7.24,5.25,58.3,34.1,42.2,3.48,29.9,192.8,2.74,0.563,84.1,121,4.68
Cotton,North,Silty,732.8,23.0,77.0,6.36,6.17,45.9,48.1,33.7,3.86,98.7,155.6,1.65,0.621,71.2,82,1.697
Rice,West,Sandy,448.6,19.7,82.2,8.12,6.61,65.0,34.5,45.6,4.27,192.5,217.5,2.35,0.271,68.3,141,4.908
Soybean,West,Clayey,981.8,18.2,92.6,8.84,6.5,69.8,32.8,51.3,3.63,213.5,389.5,3.63,0.708,72.0,129,2.447
Maize,East,Loamy,736.1,22.6,71.6,7.02,6.5,75.5,51.3,25.4,1.77,162.7,110.3,1.05,0.747,84.2,158,5.092
Wheat,West,Silty,555.7,26.8,67.7,8.34,6.14,50.9,46.6,53.5,3.59,185.0,319.3,3.04,0.67,76.4,99,3.013
Maize,East,Clayey,639.2,22.0,76.4,9.07,6.88,63.2,25.3,69.3,4.08,126.0,230.1,2.91,0.689,70.5,156,4.516
Wheat,East,Silty,458.5,16.9,46.7,5.62,5.65,42.2,24.0,44.1,3.45,151.2,202.6,0.76,0.745,64.6,144,3.844
Maize,West,Sandy,964.3,23.7,34.9,9.15,6.4,53.3,26.7,63.2,4.29,86.4,91.3,3.38,0.635,86.6,97,4.733
Maize,West,Sandy,870.8,30.3,52.8,6.94,6.8,49.2,39.6,51.6,3.24,120.6,294.7,0.77,0.928,72.1,93,5.096
Maize,South,Clayey,745.4,24.2,79.2,5.53,6.27,48.4,54.1,48.7,2.87,148.3,94.4,0.54,0.601,91.3,129,5.228
Rice,South,Silty,689.3,24.4,50.1,7.45,6.5,77.4,57.4,35.2,2.15,56.2,266.3,1.16,0.746,111.4,135,4.466
Soybean,East,Clayey,529.8,22.0,67.0,6.89,6.65,29.9,49.0,40.2,5.03,293.7,341.0,1.2,0.466,57.6,140,2.66
Maize,South,Silty,167.5,18.7,68.6,4.89,5.27,49.9,63.0,31.3,1.95,107.7,28.9,1.65,0.58,75.1,105,3.624
Rice,South,Loamy,346.8,18.5,63.7,5.35,5.33,50.8,42.4,58.2,3.0,162.6,383.3,0.89,0.766,48.0,180,4.233
Maize,South,Silty,514.3,14.0,40.8,9.46,6.59,59.6,53.3,34.6,2.64,75.0,62.7,2.57,0.575,75.1,92,4.727
Wheat,South,Clayey,476.8,31.1,65.1,7.42,6.07,33.5,33.1,69.7,1.67,0.0,517.9,1.87,0.516,117.7,150,2.758
Cotton,East,Silty,772.3,26.8,53.7,9.22,6.12,45.5,21.3,51.1,3.89,252.7,276.7,2.18,0.651,91.9,77,1.853
Soybean,East,Loamy,902.9,24.5,85.5,6.38,6.9,41.1,36.3,50.5,3.5,153.4,196.4,2.68,0.606,66.6,101,2.197
Rice,West,Sandy,667.9,25.8,77.1,5.8,5.81,16.2,38.5,26.5,3.24,19.6,324.6,3.52,0.461,89.2,143,4.214
Soybean,South,Loamy,1052.2,26.0,54.2,4.48,4.81,67.4,71.0,54.3,2.37,88.4,191.9,1.57,0.543,57.4,164,1.913
Soybean,Central,Sandy,504.3,19.6,86.5,8.45,7.66,28.0,40.0,41.9,3.56,274.1,8.5,1.39,0.633,57.4,149,2.734
Soybean,East,Silty,666.1,22.0,65.2,7.62,7.35,26.0,27.8,37.1,2.74,178.9,436.6,2.8,0.236,93.1,116,1.986
Wheat,West,Clayey,687.3,21.2,34.9,6.39,7.34,64.2,51.6,35.8,3.48,0.0,258.3,3.25,0.607,73.7,92,3.283
Cotton,North,Silty,973.0,39.1,58.8,5.81,5.72,45.0,30.9,27.6,4.44,119.3,309.1,2.08,0.464,75.5,152,1.339
Cotton,North,Clayey,726.5,30.1,84.5,8.69,6.45,45.5,41.7,45.1,0.56,139.0,280.2,2.07,0.561,79.0,116,1.841
Cotton,East,Silty,733.4,25.0,47.7,6.73,5.61,45.8,50.5,42.7,4.0,181.5,200.3,1.79,0.409,74.9,157,1.979
Cotton,South,Silty,286.3,32.2,59.0,6.75,6.46,66.1,28.8,26.6,5.37,149.5,166.0,1.38,0.546,106.1,149,1.787
Cotton,East,Clayey,475.0,31.4,39.6,6.1,6.26,41.7,58.2,52.2,4.72,45.9,387.5,1.61,0.869,50.8,134,1.821
Soybean,North,Silty,974.0,15.7,42.0,6.39,5.75,58.9,53.5,74.8,3.77,112.0,361.5,1.92,0.447,63.9,100,1.918
Wheat,East,Loamy,181.2,22.7,47.5,7.83,6.85,32.9,44.2,25.1,4.22,95.6,294.8,2.66,0.5,84.5,102,2.901
Maize,West,Clayey,1035.7,23.9,41.6,4.88,6.32,55.0,61.0,43.4,2.15,194.9,422.6,2.84,0.544,56.7,136,4.018
Rice,West,Clayey,824.9,27.7,50.7,7.12,7.71,63.5,35.4,68.2,3.24,117.4,291.1,1.08,0.28,64.8,125,4.27
Rice,South,Silty,513.1,22.7,86.1,8.43,6.56,71.1,49.5,34.1,2.85,116.7,434.1,2.06,0.338,97.2,168,4.553
Cotton,South,Clayey,492.0,23.4,59.5,6.87,4.72,26.8,43.3,51.2,2.53,134.4,477.1,1.28,0.681,63.1,136,1.766
Cotton,East,Loamy,1174.0,21.2,71.8,8.58,5.23,45.5,32.3,50.5,3.99,98.3,429.9,1.74,0.51,96.4,134,1.439
Maize,East,Clayey,1052.9,30.3,76.4,9.01,7.97,74.0,32.7,54.2,2.8,240.5,349.3,2.13,0.868,53.1,160,4.493
Soybean,West,Silty,670.1,15.3,43.4,8.36,6.25,63.8,64.4,70.7,1.15,217.4,178.8,2.96,0.458,121.1,105,2.557
Wheat,South,Loamy,733.6,21.4,47.5,6.19,6.67,47.0,52.7,19.9,3.44,220.2,353.2,1.86,0.877,93.6,134,3.34
Rice,West,Loamy,538.5,12.9,71.5,6.95,6.51,50.1,50.7,47.7,2.97,76.0,243.1,2.44,0.335,94.1,100,3.715
Cotton,Central,Clayey,733.7,17.8,50.5,7.52,7.49,54.5,32.5,38.0,3.69,171.1,386.4,0.93,0.574,72.2,144,1.784
Maize,South,Clayey,531.5,25.9,70.5,6.3,5.17,44.4,48.5,44.4,2.59,197.3,493.8,0.86,0.463,80.2,161,4.593
Maize,Central,Clayey,680.4,26.0,85.2,6.25,7.43,58.2,35.6,45.6,1.28,88.4,289.2,1.74,0.713,134.0,126,4.516
Maize,South,Loamy,1152.6,22.1,38.2,6.16,7.38,57.4,60.4,40.9,2.03,79.6,165.6,5.34,0.499,58.1,79,4.41
Rice,South,Clayey,676.1,30.7,54.6,10.82,6.5,33.3,54.6,29.8,2.08,90.5,384.2,1.21,0.517,68.7,147,4.443
Cotton,West,Clayey,438.0,32.1,57.0,6.59,6.79,42.7,51.0,30.7,1.97,62.3,299.0,2.15,0.582,73.4,159,1.979
Soybean,West,Silty,358.4,23.6,52.1,8.6,6.24,43.2,49.8,74.8,2.44,212.8,484.4,2.41,0.95,83.4,103,2.53
Soybean,East,Sandy,731.8,25.5,50.9,5.7,5.32,46.2,38.9,25.7,3.73,207.3,306.5,2.03,0.805,93.8,105,2.206
Rice,South,Sandy,509.8,21.3,52.6,9.55,6.91,54.0,45.8,62.2,1.62,130.6,291.6,1.4,0.528,89.9,146,4.851
Soybean,North,Loamy,761.7,27.8,59.8,6.43,6.67,52.7,58.5,30.5,3.88,146.2,311.5,2.56,0.453,58.5,98,1.781
Cotton,Central,Clayey,295.1,16.8,62.5,7.08,6.69,39.2,45.6,46.3,1.73,109.1,337.0,1.09,0.465,95.4,94,1.594
Soybean,Central,Clayey,872.6,34.8,74.3,4.25,6.84,70.1,29.9,72.6,2.62,288.9,62.2,2.38,0.431,95.3,99,2.144
Maize,Central,Sandy,435.0,30.8,59.6,8.67,6.08,50.1,55.1,56.1,2.96,123.9,202.6,1.42,0.752,81.5,110,5.001
Rice,East,Clayey,711.6,16.8,76.8,9.0,7.55,72.0,31.8,24.9,2.7,118.3,432.8,3.0,0.486,67.5,140,4.696
Maize,Central,Silty,615.4,19.3,51.1,5.22,6.51,71.6,39.6,40.3,3.62,142.3,221.8,0.21,0.779,85.7,125,4.787
Rice,East,Loamy,1129.6,26.5,42.0,8.76,6.88,34.1,34.3,44.6,2.89,71.1,296.5,1.89,0.778,74.4,145,4.937
Soybean,North,Clayey,742.9,22.0,55.4,4.99,6.31,42.6,8.7,59.4,2.84,166.1,272.5,0.88,0.574,79.1,136,2.197
Wheat,North,Clayey,1186.4,27.3,66.9,7.95,7.24,43.7,42.1,45.7,0.62,235.6,217.6,2.83,0.375,80.4,155,2.426
Wheat,South,Loamy,840.2,21.8,72.9,6.57,6.57,54.7,66.1,42.8,3.4,139.6,280.7,2.84,0.715,62.5,148,3.134
Soybean,South,Loamy,1056.4,33.1,81.9,9.0,6.44,60.9,43.8,69.1,4.88,198.1,177.4,0.0,0.41,80.8,94,1.816
Rice,Central,Sandy,647.8,24.0,64.4,7.37,7.35,52.2,75.6,67.1,2.51,32.4,122.3,0.76,0.599,101.4,113,4.133
Maize,South,Loamy,786.4,38.5,71.3,8.4,5.29,41.7,38.2,54.8,3.66,92.8,324.7,2.93,0.825,93.6,153,3.688
Maize,West,Sandy,1004.7,27.6,80.5,8.86,6.3,74.8,42.7,36.2,2.18,155.8,493.4,1.87,0.234,76.2,132,4.526
Maize,South,Loamy,926.2,15.9,48.3,6.56,6.07,43.4,38.7,7.9,3.99,39.1,389.7,2.61,0.557,75.1,108,3.723
Soybean,West,Silty,832.7,36.5,56.8,6.96,6.76,61.1,40.7,27.1,3.52,169.7,392.2,1.98,0.501,115.2,112,1.876
Rice,East,Clayey,618.0,30.6,100.0,5.33,6.72,49.4,44.4,23.4,2.63,131.5,426.5,2.16,0.529,62.6,143,4.488
Soybean,North,Sandy,660.3,26.3,72.8,6.55,6.49,49.0,58.1,44.1,2.57,167.8,324.7,2.99,0.386,92.9,112,2.442
Rice,East,Silty,984.4,27.9,67.7,9.89,6.0,60.1,29.9,58.1,3.65,136.0,302.8,0.81,0.911,104.4,150,5.638
Rice,North,Loamy,1036.5,16.9,73.4,8.13,6.48,73.1,40.1,72.7,3.04,140.1,196.9,1.56,0.624,58.0,116,5.048
Maize,Central,Clayey,551.8,13.2,40.0,5.43,6.73,54.6,47.4,62.8,1.77,0.0,394.6,0.96,0.292,76.7,158,3.775
Cotton,West,Clayey,514.1,23.7,50.3,9.45,6.38,42.7,55.4,35.1,1.47,84.5,333.3,2.27,0.655,102.2,150,1.97
